practice_participation,yahoo_id,weight,dl_trading_id,news_updated,hashtag,position,search_full_name,number,depth_chart_order,team,injury_body_part,full_name,stats_id,search_first_name,high_school,swish_id,pandascore_id,last_name,first_name,fantasy_data_id,college,rotowire_id,injury_status,search_rank,sport,depth_chart_position,status,metadata,years_exp,practice_description,fantasy_positions,rotoworld_id,espn_id,active,age,gsis_id,birth_state,player_id,birth_country,birth_date,oddsjam_id,injury_start_date,search_last_name,sportradar_id,birth_city,injury_notes,height
,28821.0,240,,,#beaugardner-NFL-FA-86,TE,beaugardner,86.0,,,,Beau Gardner,612192.0,beau,,,,Gardner,Beau,17377.0,Northern Arizona,10642.0,,9999999.0,nfl,,Inactive,,0.0,,TE,,,False,28.0,,,2909,,1989-12-27,,,gardner,57cfbffe-ed6b-417d-9ca6-8ffcc2ab4d55,,,"6'4"""
,,195,,1704932442254.0,#jaretpatterson-NFL-LAC-34,RB,jaretpatterson,34.0,5.0,LAC,,Jaret Patterson,,jaret,Saint Vincent Pallotti (MD),1108937.0,,Patterson,Jaret,,Buffalo,15315.0,,9999999.0,nfl,RB,Active,{'rookie_year': '2021'},3.0,,RB,,,True,24.0,,,7537,,1999-12-23,7BF0543D63CD,,patterson,82996e3b-b72d-41ca-8eb1-91e462ceff85,,,68
,29154.0,200,,,#mariohull-NFL-FA-3,WR,mariohull,3.0,,,,Mario Hull,550958.0,mario,,,,Hull,Mario,17268.0,Rice,,,9999999.0,nfl,,Inactive,,0.0,,WR,,2515652.0,False,25.0,,,2800,,1992-08-29,,,hull,b5745416-c048-4f01-8280-c2f2f31652cc,,,"6'1"""
,,196,,1661211310021.0,#tjpledger-NFL-FA-0,RB,tjpledger,0.0,,,,T.J. Pledger,,tj,IMG Academy (FL),1107843.0,,Pledger,T.J.,,Utah,16618.0,,9999999.0,nfl,,Active,"{'years_exp_shift': '1', 'source_id': '63fb24f3-ea2d-4251-a89b-3a55b547c800'}",1.0,,RB,,,True,22.0,,,8407,,2000-02-24,,,pledger,d607d750-d554-11ec-addb-6dd6dcd40f21,,,69
,29690.0,200,,,#reggiediggs-NFL-FA-17,WR,reggiediggs,17.0,,,,Reggie Diggs,659357.0,reggie,Surry County,,,Diggs,Reggie,18448.0,Richmond,11264.0,,9999999.0,nfl,,Active,,6.0,,WR,,,True,28.0,,,3655,,1993-05-08,,,diggs,4f24211d-94b6-4245-bb2e-7c8eca00e819,,,76
,26857.0,221,,1521126601199.0,#zacdysert-NFL-FA-3,QB,zacdysert,3.0,,,,Zac Dysert,469065.0,zac,Ada (OH),,,Dysert,Zac,15037.0,"Miami, O.",8747.0,,9999999.0,nfl,,Inactive,,9.0,,QB,,15935.0,False,31.0,,,1455,,1990-02-08,,,dysert,40a19e4d-a6c1-4bee-a7b4-5ed61ae75323,,,75
,26670.0,260,,1536651019567.0,#gavinescobar-NFL-FA-0,TE,gavinescobar,0.0,,,,Gavin Escobar,507656.0,gavin,Santa Margarita (CA),,,Escobar,Gavin,15082.0,San Diego State,8787.0,,9999999.0,nfl,,Inactive,,9.0,,TE,8410.0,15836.0,False,30.0,00-0030544,,1485,,1991-02-03,,,escobar,433587a5-dabc-4b1b-9545-66e570f806a7,,,78
,27556.0,245,,1654805486027.0,#kelvinbenjamin-NFL-FA-0,WR,kelvinbenjamin,0.0,,,,Kelvin Benjamin,605407.0,kelvin,Glades Central (FL),,,Benjamin,Kelvin,16550.0,Florida State,9294.0,,9999999.0,nfl,,Inactive,,8.0,,WR,9321.0,16730.0,False,30.0,00-0031359,,2182,,1991-02-05,,,benjamin,2ef5aed5-9859-4102-8bf4-99d6a6ae22ba,,,77
,,175,,1714305640130.0,#tahjwashington-NFL-MIA,WR,tahjwashington,,,MIA,,Tahj Washington,,tahj,Marshall (TX),1173032.0,,Washington,Tahj,,USC,17978.0,,9999999.0,nfl,,Active,{'rookie_year': '2024'},0.0,,WR,,,True,22.0,,,11821,,2001-05-16,F99F579688AE,,washington,298d990d-9fd4-4cdf-8fcd-a7c3043d17fd,,,70
,32323.0,175,,1601508912139.0,#malikhenry-NFL-FA-7,WR,malikhenry,7.0,,,,Malik Henry,871255.0,malik,Tift County (GA),,,Henry,Malik,21355.0,West Georgia,14070.0,,9999999.0,nfl,,Active,,3.0,,WR,,3917200.0,True,24.0, 00-0035031,,6552,,1997-04-16,,,henry,1a97a708-09bb-4f04-94e0-8aac160de8db,,,72
,30854.0,202,,,#speedynoil-NFL-FA-0,WR,speedynoil,0.0,,,,Speedy Noil,822349.0,speedy,Edna Karr,,,Noil,Speedy,19606.0,Texas A&M,11701.0,,9999999.0,nfl,,Active,,5.0,,WR,12931.0,,True,26.0,,,4938,,1995-10-14,,,noil,257c2ef8-cd08-4bab-b0bf-68e1957420de,,,71
,30278.0,190,,1704571508923.0,#jamalagnew-NFL-JAX-39,WR,jamalagnew,39.0,,JAX,Lower Leg,Jamal Agnew,,jamal,Point Loma (CA),752646.0,,Agnew,Jamal,19044.0,San Diego,12205.0,Questionable,414.0,nfl,,Active,{'rookie_year': '2017'},7.0,,WR,,3061612.0,True,29.0,00-0033572,,4198,,1995-04-03,63F303EFE6A0,,agnew,c871b3a8-72c4-425e-a357-2de37e033c8d,,Fracture,70
,,260,,1641865529499.0,#tonypoljan-NFL-FA-83,TE,tonypoljan,83.0,,,,Tony Poljan,,tony,Lansing Catholic (MI),912550.0,,Poljan,Tony,,Virginia,15506.0,,455.0,nfl,,Active,,1.0,,TE,,,True,25.0,,,7972,,1997-04-25,,,poljan,b9bcdb7f-2db2-4bf1-843c-9733f6fe8474,,,79
,,196,,1690323316663.0,#malikknowles-NFL-MIN-19,WR,malikknowles,19.0,8.0,MIN,Undisclosed,Malik Knowles,,malik,Lake Ridge (TX),1129513.0,,Knowles,Malik,,Kansas State,16844.0,Questionable,9999999.0,nfl,SWR,Active,{'rookie_year': '2023'},1.0,,WR,,,True,23.0,,,11080,,2000-08-17,7E58143DFB32,,knowles,92c1bb40-e760-11ed-8ec4-41a3d2446364,,,74
,28855.0,201,,,#reggiebell-NFL-FA-11,WR,reggiebell,11.0,,,,Reggie Bell,561948.0,reggie,,,,Bell,Reggie,17106.0,None,10786.0,,9999999.0,nfl,,Inactive,,1.0,,WR,,2520767.0,False,26.0,,,2638,,1992-05-06,,,bell,3ed3ecd2-0502-4d6e-b9c6-f2b21072ff24,,,"5'11"""
,33017.0,174,,1599693357324.0,#willhastings-NFL-FA-0,WR,willhastings,0.0,,,,Will Hastings,,will,Pulaski (AR),,,Hastings,Will,22354.0,Auburn,14762.0,,1990.0,nfl,,Inactive,,2.0,,WR,,3916927.0,True,25.0,,,7367,,1996-07-30,,,hastings,5d52e146-9f64-4b04-bcea-b5ae28a027de,,,70
,32722.0,217,,1710363657145.0,#camakers-NFL-MIN-31,RB,camakers,31.0,,MIN,Achilles,Cam Akers,,cam,Clinton (MS),976251.0,,Akers,Cam,21688.0,Florida State,14383.0,Questionable,274.0,nfl,,Active,{'rookie_year': '2020'},4.0,,RB,,4240021.0,True,24.0,,,6938,,1999-06-22,E5E04DFA02E9,,akers,74980532-8158-4b56-91db-5053878737b4,,Surgery,70
,28862.0,253,,,#devinmahina-NFL-FA-89,TE,devinmahina,89.0,,,,Devin Mahina,541439.0,devin,,,,Mahina,Devin,17391.0,BYU,,,9999999.0,nfl,,Inactive,,0.0,,TE,,,False,28.0,,,2922,,1989-01-06,,,mahina,24df305a-d226-4822-9b7e-54e645a90102,,,"6'6"""
,,245,,1704582610721.0,#lamichaelpettway-NFL-NE-46,TE,lamichaelpettway,46.0,,NE,,La'Michael Pettway,,lamichael,Nashville (AR),882309.0,,Pettway,La'Michael,,Iowa State,14821.0,,398.0,nfl,,Active,{'rookie_year': '2019'},5.0,,TE,,,True,27.0,,,11540,,1997-03-20,C2AD22E33B64,,pettway,923eced0-30ce-11ee-8fbd-81fcc6efc3e8,,,74
,31743.0,225,,1533405320530.0,#kayauneross-NFL-FA-11,WR,kayauneross,11.0,,,,Kayaune Ross,920060.0,kayaune,Lakota West,,,Ross,Kayaune,20656.0,Kentucky,13348.0,,9999999.0,nfl,,Active,,4.0,,WR,,4035069.0,True,27.0,00-0034761,,5747,,1994-07-08,,,ross,97961b4d-48d4-49a9-b738-0c984888f0ba,,,78
,30806.0,175,,1522115101387.0,#deantegray-NFL-FA-0,WR,deantegray,0.0,,,,Deante' Gray,691317.0,deante,Westside (TX),,,Gray,Deante',19500.0,Texas Christian,12226.0,,9999999.0,nfl,,Active,,5.0,,WR,,2971543.0,True,27.0,,,4610,,1994-02-27,,,gray,c79d7ce0-e824-4447-9911-407ba962b4ce,,,70
,30907.0,210,,,#daneevans-NFL-FA-7,QB,daneevans,7.0,,,,Dane Evans,652144.0,dane,Sanger,,,Evans,Dane,19645.0,Tulsa,12304.0,,9999999.0,nfl,,Active,{'override_active': 'false'},5.0,,QB,,2972420.0,False,28.0,,,4767,,1993-11-19,,,evans,2c66f936-9389-43ee-80b1-b438b6deb5a9,,,73
,,205,,1714179332956.0,#adonaimitchell-NFL-IND,WR,adonaimitchell,,,IND,,Adonai Mitchell,,adonai,Cane Ridge (TN),1285908.0,,Mitchell,Adonai,,Texas,17668.0,,91.0,nfl,,Active,{'rookie_year': '2024'},0.0,,WR,,,True,21.0,,,11625,,2002-10-08,ABDFEE4C1B2F,,mitchell,190dbc97-2b7c-4023-b6b0-5729b854b60b,,,74
,,195,,1629420311214.0,#micahsimon-NFL-CAR-81,WR,micahsimon,81.0,,CAR,,Micah Simon,,micah,Bishop Dunne (TX),,,Simon,Micah,,Brigham Young,15544.0,,,nfl,,Active,,1.0,,WR,,,True,,,,7618,,,,,simon,3714df7a-a59f-4f0b-8689-0ba0a5ada62a,,,73
,30533.0,210,,1514938801672.0,#brandonradcliff-NFL-FA-37,RB,brandonradcliff,37.0,,,,Brandon Radcliff,692182.0,brandon,Columbus,,,Radcliff,Brandon,19186.0,Louisville,12336.0,,9999999.0,nfl,,Active,,5.0,,RB,12662.0,2970183.0,True,28.0,00-0033268,,4806,,1993-03-18,,,radcliff,bab97866-4834-4b76-a712-fb7069a5f803,,,69
,29127.0,235,,,#kyleprater-NFL-FA-86,WR,kyleprater,86.0,,,,Kyle Prater,543551.0,kyle,,,,Prater,Kyle,17316.0,Northwestern,10572.0,,9999999.0,nfl,,Inactive,,1.0,,WR,,2510612.0,False,26.0,,,2848,,1992-06-21,,,prater,964f1871-cc5c-4121-a188-060f7ea936a7,,,"6'5"""
,8781.0,210,,1511902802749.0,#darrenmcfadden-NFL-FA-20,RB,darrenmcfadden,20.0,,,,Darren McFadden,288074.0,darren,Oak Grove (AR),,,McFadden,Darren,8066.0,Arkansas,5579.0,,9999999.0,nfl,,Inactive,,12.0,,RB,4649.0,11238.0,False,33.0,00-0026144,,326,,1987-08-27,,,mcfadden,97132012-53f4-44c8-96da-88f0e8a819e8,,,"6'1"""
,29870.0,228,,1565671244786.0,#joshwoodrum-NFL-FA-0,QB,joshwoodrum,0.0,,,,Josh Woodrum,611616.0,josh,Cave Spring (VA),,,Woodrum,Josh,18204.0,Liberty,10943.0,,9999999.0,nfl,,Active,,6.0,,QB,11612.0,2575214.0,True,29.0,00-0032658,,3440,,1992-11-07,,,woodrum,a798a651-cd63-4007-9c30-0af0d4c5c1ee,,,75
,28302.0,211,,,#demitriusbronson-NFL-FA-30,RB,demitriusbronson,30.0,,,,Demitrius Bronson,,demitrius,,,,Bronson,Demitrius,16732.0,Eastern Washington,,,9999999.0,nfl,,Inactive,,1.0,,RB,,17486.0,False,27.0,,,2293,,1990-03-06,,,bronson,4835061a-9b77-4b10-ad32-d33e75dca218,,,"5'9"""
,33171.0,250,,1713819021128.0,#mitchellwilcox-NFL-NE-87,TE,mitchellwilcox,87.0,,NE,,Mitchell Wilcox,,mitchell,Tarpon Springs (FL),885394.0,,Wilcox,Mitchell,21800.0,South Florida,14634.0,,9999999.0,nfl,TE,Active,{'rookie_year': '2020'},4.0,,TE,,3923392.0,True,27.0,,,6894,,1996-11-07,811131D25CD5,,wilcox,b2d98b60-b4b3-4610-81d2-2154c723fdbb,,,76
,9444.0,245,,1555446948936.0,#zachmiller-NFL-FA-86,TE,zachmiller,86.0,,,,Zach Miller,245993.0,zach,Bishop Neumann (NE),,,Miller,Zach,12415.0,Nebraska-Omaha,6124.0,,9999999.0,nfl,,Inactive,,11.0,,TE,5394.0,12699.0,False,35.0,00-0027125,,749,,1984-10-04,,,miller,338b1ed8-131f-41f4-850a-1f93534558c7,,,"6'5"""
,32238.0,216,,1596395417324.0,#jonhilliman-NFL-FA-28,RB,jonhilliman,28.0,,,,Jon Hilliman,836057.0,jon,St. Peter's Prep (NJ),,,Hilliman,Jon,21456.0,Rutgers,14082.0,,1740.0,nfl,,Active,,3.0,,RB,,3122799.0,True,26.0, 00-0035013,,6446,,1995-11-14,,,hilliman,6d882a8b-c34f-4de1-89d2-8ee71628e039,,,71
,8504.0,214,,,#ahmadbradshaw-NFL-FA-44,RB,ahmadbradshaw,44.0,,,,Ahmad Bradshaw,267892.0,ahmad,Graham (VA),,,Bradshaw,Ahmad,2220.0,Marshall,5267.0,,9999999.0,nfl,,Inactive,,13.0,,RB,4305.0,10693.0,False,34.0,,,78,,1986-03-19,,,bradshaw,8f22eb36-5282-407a-b6f9-f9b62e5f7318,,,"5'10"""
,8544.0,219,,1612840526668.0,#mattmoore-NFL-FA-8,QB,mattmoore,8.0,,,,Matt Moore,214201.0,matt,Hart (CA),,,Moore,Matt,5834.0,Oregon State,5432.0,,502.0,nfl,,Inactive,,15.0,,QB,4535.0,11128.0,True,37.0, 00-0025708,,233,,1984-08-09,,,moore,76d7615e-8eb5-4761-b6a6-1e895d01baf3,,,75
,31508.0,187,,1660605304236.0,#chadbeebe-NFL-FA-86,WR,chadbeebe,86.0,,,,Chad Beebe,746577.0,chad,Aurora Christian (IL),746577.0,,Beebe,Chad,20582.0,Northern Illinois,13164.0,,483.0,nfl,,Active,,4.0,,WR,,3047968.0,True,28.0,00-0034309,,5570,,1994-06-01,,,beebe,50eb4454-71bf-4012-a216-2fc9770ffd86,,,70
,28174.0,197,,,#rashadlawrence-NFL-FA-1,WR,rashadlawrence,1.0,,,,Rashad Lawrence,546181.0,rashad,Olympia (FL),,,Lawrence,Rashad,16416.0,Northwestern,10065.0,,9999999.0,nfl,,Inactive,,6.0,,WR,,17349.0,False,28.0,,,2095,,1992-06-10,,,lawrence,6b777485-b4bb-4174-8f7e-04fc02eb2f4a,,,"6'1"""
,30595.0,220,,,#jordanjohnson-NFL-FA-0,RB,jordanjohnson,0.0,,,,Jordan Johnson,694076.0,jordan,Sweet Home,,,Johnson,Jordan,19416.0,Buffalo,12240.0,,9999999.0,nfl,,Active,,5.0,,RB,,2972311.0,True,27.0,,,4537,,1994-05-21,,,johnson,759acb8f-6ff5-4692-8f56-b6e20c9372e1,,,73
,25681.0,228,,1575246615206.0,#terrellepryor-NFL-FA-10,WR,terrellepryor,10.0,,,,Terrelle Pryor,457289.0,terrelle,Jeannette (PA),,,Pryor,Terrelle,13693.0,Ohio State,7640.0,,9999999.0,nfl,,Inactive,,11.0,,WR,6757.0,14851.0,False,32.0,00-0028825,,1020,,1989-06-20,,,pryor,af48c3f0-040b-40f9-95ab-6ebcb4c16cf8,,,76
,9449.0,212,,,#cedricpeerman-NFL-FA-30,RB,cedricpeerman,30.0,,,,Cedric Peerman,267905.0,cedric,William Campbell (VA),,,Peerman,Cedric,11737.0,Virginia,6014.0,,9999999.0,nfl,,Inactive,,11.0,,RB,,12519.0,False,33.0,,,659,,1986-10-10,,,peerman,1a316ec7-47cc-4cc4-b624-bbbf276da7b9,,,"5'10"""
,29249.0,193,,1664922044923.0,#coreycoleman-NFL-FA-89,WR,coreycoleman,89.0,,,,Corey Coleman,695370.0,corey,J.J. Pearce (TX),695370.0,,Coleman,Corey,17938.0,Baylor,10817.0,,553.0,nfl,,Active,,6.0,,WR,11278.0,2978929.0,True,28.0,00-0032966,,3177,,1994-07-06,,,coleman,6efb8027-b537-4dd1-883f-459450708ad4,,,71
,,217,,1714419312436.0,#dillonjohnson-NFL-TEN,RB,dillonjohnson,,,TEN,,Dillon Johnson,,dillon,St. Joseph Catholic (MS),,,Johnson,Dillon,,Washington,17680.0,,9999999.0,nfl,,Active,{'rookie_year': '2024'},0.0,,RB,,,True,22.0,,,11580,,2001-06-15,,,johnson,afad59f0-0701-11ef-b0ca-3d2ccff3ed8f,,,72
,,205,,1714781141795.0,#haydenhatten-NFL-SEA-84,WR,haydenhatten,84.0,,SEA,,Hayden Hatten,,hayden,Saguaro (AZ),1174184.0,,Hatten,Hayden,,Idaho,17903.0,,674.0,nfl,,Active,{'rookie_year': '2024'},0.0,,WR,,,True,,,,11607,,,871096DB4C88,,hatten,43f04d90-071e-11ef-84f6-65c4adbbebfc,,,74
,31712.0,186,,1714325140403.0,#johnfranklin-NFL-FA-0,WR,johnfranklin,0.0,,,Knee - ACL,John Franklin,,john,South Plantation (FL),742146.0,,Franklin,John,20550.0,Florida Atlantic,13207.0,Questionable,9999999.0,nfl,,Inactive,,4.0,,WR,,4035496.0,True,27.0,00-0034705,,5705,,1994-09-21,,,franklin,50d378c3-a33e-4f30-a5be-7c13bf52ff66,,Surgery,72
,31283.0,260,,1705954225347.0,#davidwells-NFL-TB-89,TE,davidwells,89.0,,TB,,David Wells,746301.0,david,Clovis North (CA),746301.0,,Wells,David,20199.0,San Diego State,12692.0,,362.0,nfl,TE,Active,{'rookie_year': '2018'},6.0,,TE,,3047536.0,True,29.0,00-0034575,,5235,,1995-05-02,973317D2A60B,,wells,268c8b1e-b217-474d-a92f-4f924273c938,,,78
,31514.0,250,,1564349114465.0,#chriswarren-NFL-FA-34,RB,chriswarren,34.0,,,,Chris Warren,884299.0,chris,Rockwall,,,Warren,Chris,20588.0,Texas,12867.0,,9999999.0,nfl,,Active,,4.0,,RB,,3929855.0,True,25.0,00-0034315,,5587,,1996-06-06,,,warren,86b05ebc-a22f-46a4-b521-67cc0b1fa206,,,76
,32283.0,201,,1704749437132.0,#djmontgomery-NFL-IND-2,WR,djmontgomery,2.0,4.0,IND,,D.J. Montgomery,1063397.0,dj,Madison Central (MS),1063397.0,,Montgomery,D.J.,21473.0,Austin Peay,14129.0,,274.0,nfl,RWR,Active,{'rookie_year': '2019'},5.0,,WR,,4249030.0,True,27.0, 00-0035045,,6453,,1996-11-17,33F5A3A7BCBA,,montgomery,021f2c32-0876-4db3-9605-e829f7d449d7,,,73
,,226,,,#shonngreene-NFL-FA-23,RB,shonngreene,23.0,,,,Shonn Greene,264802.0,shonn,,,,Greene,Shonn,8399.0,Iowa,,,9999999.0,nfl,,Inactive,,6.0,,RB,,12500.0,False,32.0,,,348,,1985-08-21,,,greene,f3a2dfe6-3a57-45bc-afed-1c1881946ea4,,,"5'11"""
,,241,,1693443319263.0,#michaelezeike-NFL-FA-46,TE,michaelezeike,46.0,,,,Michael Ezeike,,michael,Colony (CA),1128086.0,,Ezeike,Michael,,UCLA,17340.0,,503.0,nfl,,Active,,1.0,,TE,,,True,22.0,,,11126,,2000-09-17,,,ezeike,982240a0-e78d-11ed-8283-4d4a69db5285,,,77
,,192,,,#xavierwade-NFL-PIT,WR,xavierwade,,,PIT,,Xavier Wade,,xavier,,,,Wade,Xavier,,Ferris State,,,9999999.0,nfl,,Active,{'rookie_year': '2024'},0.0,,WR,,,True,,,,12363,,,,,wade,fff15d40-0ca5-11ef-91b0-fb901e75cbf0,,,73
,30800.0,237,,1565555425590.0,#zachconque-NFL-FA-48,QB,zachconque,48.0,,,,Zach Conque,693298.0,zach,Catholic (AR),,,Conque,Zach,19497.0,Stephen F. Austin,12309.0,,9999999.0,nfl,,Active,,5.0,,QB,,2979985.0,True,27.0, 00-0033766,,4607,,1994-04-22,,,conque,6c5c5f15-33d2-4df5-af4e-e026755d2d65,,,78
,31795.0,192,,1566829820700.0,#justinstockton-NFL-FA-25,RB,justinstockton,25.0,,,,Justin Stockton,839039.0,justin,Steele,,,Stockton,Justin,20697.0,Texas Tech,13395.0,,9999999.0,nfl,,Active,,4.0,,RB,,3139485.0,True,26.0,00-0034890,,5800,,1995-07-06,,,stockton,40e3d913-a28a-4e51-8618-70ac40382dc6,,,70
,29173.0,208,,,#trentsteelman-NFL-FA-6,WR,trentsteelman,6.0,,,,Trent Steelman,507611.0,trent,,,,Steelman,Trent,17220.0,Army,,,9999999.0,nfl,,Inactive,,0.0,,WR,,2469123.0,False,,,,2752,,,,,steelman,7c3c06ea-0b4f-418c-bef2-935f2bc209cf,,,"5'11"""
,25960.0,200,,,#edwinbaker-NFL-FA-27,RB,edwinbaker,27.0,,,,Edwin Baker,511501.0,edwin,,,,Baker,Edwin,14821.0,Michigan State,,,9999999.0,nfl,,Inactive,,1.0,,RB,,14892.0,False,26.0,,,1324,,1991-06-01,,,baker,dd4d6ebd-8e10-40c9-a3f5-a71e1aefd41b,,,"5'8"""
,28514.0,223,,1708376155833.0,#mikedavis-NFL-FA-0,RB,mikedavis,0.0,,,,Mike Davis,694015.0,mike,Stephenson (GA),694015.0,,Davis,Mike,16887.0,South Carolina,10083.0,,201.0,nfl,,Active,,7.0,,RB,10378.0,3025433.0,True,29.0,00-0032063,,2431,,1993-02-19,,,davis,e311a7a2-eddb-439c-86b4-b1f1984186bc,,,69
,31206.0,235,,1629162040185.0,#boscarbrough-NFL-FA-40,RB,boscarbrough,40.0,,,,Bo Scarbrough,835814.0,bo,Tuscaloosa County (AL),,,Scarbrough,Bo,20012.0,Alabama,12617.0,,9999999.0,nfl,,Active,,4.0,,RB,13217.0,3126367.0,True,25.0,00-0034432,,5112,,1996-09-29,,,scarbrough,5df36deb-d147-42e9-9059-11cb86d35b43,,,73
,31758.0,195,,1556985040628.0,#joshcrockett-NFL-FA-0,WR,joshcrockett,0.0,,,,Josh Crockett,1120577.0,josh,Bristow (OK),,,Crockett,Josh,20667.0,Central Oklahoma,13363.0,,9999999.0,nfl,,Active,,4.0,,WR,,4350798.0,True,26.0,00-0034819,,5760,,1995-03-13,,,crockett,f858a3b1-7ecd-4caa-be5e-7d1e6b66523b,,,76
,,215,,1710533421219.0,#quentinjohnston-NFL-LAC-1,WR,quentinjohnston,1.0,3.0,LAC,,Quentin Johnston,,quentin,Temple (TX),1213865.0,,Johnston,Quentin,,TCU,16899.0,,143.0,nfl,LWR,Active,{'rookie_year': '2023'},1.0,,WR,,,True,22.0,,,9754,,2001-09-06,4756EE52951F,,johnston,e648bc98-bc81-44d0-8d4b-b9223c497ff4,,,76
,28919.0,190,,,#javessblue-NFL-FA-10,WR,javessblue,10.0,,,,Javess Blue,746898.0,javess,,,,Blue,Javess,17410.0,Kentucky,,,9999999.0,nfl,,Inactive,,0.0,,WR,,,False,24.0,,,2939,,1992-12-30,,,blue,cecfb768-2650-490f-a580-d12c5aba0ac0,,,"5'11"""
,25650.0,205,,,#chasereynolds-NFL-FA-34,RB,chasereynolds,34.0,,,,Chase Reynolds,332798.0,chase,Drummond (MT),,,Reynolds,Chase,15596.0,Montana,7948.0,,9999999.0,nfl,,Inactive,,9.0,,RB,,14820.0,False,32.0,,,1704,,1987-10-22,,,reynolds,f963be41-d1a9-4410-8e8d-c21dcbaae24b,,,"6'0"""
,32366.0,225,,1641342629516.0,#kyleshurmur-NFL-FA-0,QB,kyleshurmur,0.0,,,,Kyle Shurmur,879962.0,kyle,La Salle College (PA),879962.0,,Shurmur,Kyle,21143.0,Vanderbilt,13663.0,,457.0,nfl,,Active,,3.0,,QB,,3915776.0,True,25.0, 00-0035163,,6269,,1996-11-06,,,shurmur,ba1032c6-bcbd-430c-afae-40898b9e83bb,,,76
,30241.0,208,,1669758353644.0,#joshmalone-NFL-FA-80,WR,joshmalone,80.0,,,,Josh Malone,820522.0,josh,Station Camp (TN),820522.0,,Malone,Josh,19006.0,Tennessee,11697.0,,524.0,nfl,,Active,,5.0,,WR,,3115330.0,True,26.0,00-0033859,,4160,,1996-03-21,,,malone,c5a8b02c-d380-4f22-a690-b335001de8b7,,,74
,,203,,1707171060558.0,#mohamedibrahim-NFL-FA-35,RB,mohamedibrahim,35.0,,,,Mohamed Ibrahim,,mohamed,Our Lady of Good of Good Counsel (MD),976450.0,,Ibrahim,Mohamed,,Minnesota,17025.0,,474.0,nfl,,Inactive,{'rookie_year': '2023'},1.0,,RB,,,True,25.0,,,10651,,1998-09-08,D705835E8A85,,ibrahim,7d6f5ee0-ec6b-11ed-9b18-c341fbcec642,,,68
,,225,,1704737435551.0,#armanirogers-NFL-WAS-88,TE,armanirogers,88.0,,WAS,Achilles,Armani Rogers,,armani,Hamilton (CA),944636.0,,Rogers,Armani,,Ohio,16362.0,Questionable,587.0,nfl,TE,Active,{'rookie_year': '2022'},2.0,,TE,,,True,26.0,,,8665,,1997-12-04,24887A35F324,,rogers,6a3edb00-ca63-11ec-bdda-4fe5bed84950,,Surgery,77
,32556.0,205,,1632276052489.0,#ventellbryant-NFL-FA-0,WR,ventellbryant,0.0,,,,Ventell Bryant,838301.0,ventell,Jefferson (FL),,,Bryant,Ventell,21548.0,Temple,14236.0,,304.0,nfl,,Active,,3.0,,WR,,3138760.0,True,25.0, 00-0035548,,6628,,1996-08-24,,,bryant,85325fdc-da47-4992-af60-a20d0b1ec980,,,75
,31781.0,210,,1571082642904.0,#jamesbutler-NFL-FA-36,RB,jamesbutler,36.0,,,,James Butler,821573.0,james,Saint Francis,,,Butler,James,20686.0,Iowa,13379.0,,9999999.0,nfl,,Active,,4.0,,RB,,3124608.0,True,26.0,00-0034870,,5785,,1995-02-19,,,butler,e528d5ca-0033-42f7-b4ff-509fa84b3046,,,69
,31093.0,246,,1710264006019.0,#durhamsmythe-NFL-MIA-81,TE,durhamsmythe,81.0,1.0,MIA,,Durham Smythe,749968.0,durham,Belton (TX),749968.0,,Smythe,Durham,19943.0,Notre Dame,12807.0,,326.0,nfl,TE,Active,{'rookie_year': '2018'},6.0,,TE,,3052897.0,True,28.0,00-0034798,,5008,,1995-08-09,0698664AAF53,,smythe,7e42a22a-c47b-4387-aeeb-2cc2e76dc1d8,,,78
,,231,,1705363860817.0,#tannermckee-NFL-PHI-19,QB,tannermckee,19.0,3.0,PHI,,Tanner McKee,,tanner,Centennial (CA),1123521.0,,McKee,Tanner,,Stanford,16686.0,,370.0,nfl,QB,Active,{'rookie_year': '2023'},1.0,,QB,,,True,24.0,,,9230,,2000-04-27,EA1A329780B4,,mckee,93147c90-09c8-471d-a6b2-0b9d19739ba1,,,78
,28234.0,167,,1618082441810.0,#taylorgabriel-NFL-FA-0,WR,taylorgabriel,0.0,,,,Taylor Gabriel,752062.0,taylor,John Horn (TX),,,Gabriel,Taylor,16129.0,Abilene Christian,9864.0,,9999999.0,nfl,,Injured Reserve,,8.0,,WR,10162.0,17437.0,True,30.0,00-0031228,,1903,,1991-02-17,,,gabriel,4b3677f5-712e-43f2-b7bb-51ac6f291b86,,,67
,32066.0,199,,1704832502933.0,#mylesgaskin-NFL-MIN-37,RB,mylesgaskin,37.0,4.0,MIN,,Myles Gaskin,865895.0,myles,Seattle O'Dea (WA),865895.0,,Gaskin,Myles,20768.0,Washington,13505.0,,337.0,nfl,RB,Active,{'rookie_year': '2019'},5.0,,RB,14044.0,3886818.0,True,27.0, 00-0035311,,5980,,1997-02-15,D2CA52765C7B,,gaskin,cad49098-1523-4e52-9f50-caa3423e1bb6,,,70
